issn,member,created_date
2662-4532,297,2021-10-29
2415-9379,19761,2021-10-20
2565-9812,7597,2021-10-19
1930-0158,9270,2021-10-27
1839-0846,27086,2021-10-27
2073-6371,11534,2020-03-23
1102-4151,286,2021-01-28
2602-2982,11192,2021-05-30
1997-7689,8728,2019-10-16
0004-2749,3948,2021-11-25
1431-2433,297,2013-12-19
0743-9547,78,2006-01-20
2598-7933,9726,2021-06-15
2043-0787,301,2015-04-22
1545-6978,200,2021-10-19
1519-9339,9772,2021-08-20
2215-4744,6049,2021-07-06
1890-7008,7604,2021-11-22
2573-8585,10954,2021-06-22
1750-0044,301,2015-12-15
2005-1301,6484,2019-10-25
2279-0217,2914,2021-08-13
2622-6995,8247,2021-11-05
2523-3785,297,2021-03-19
1452-3701,1078,2021-11-04
2520-6656,7834,2021-10-05
2533-7106,8666,2020-12-01
2338-8412,24600,2021-02-25
2615-6814,18968,2021-06-20
1984-3143,8873,2020-04-01
2614-350X,16037,2020-12-13
2356-9514,9060,2021-09-27
2307-3160,1861,2021-10-12
1741-8275,286,2015-12-11
2594-7559,12234,2021-09-07
2090-4681,98,2017-12-10
2468-8827,2581,2021-07-16
1949-9833,3056,2021-10-08
1858-2133,10706,2021-07-04
1220-5818,374,2021-11-16
2042-9940,140,2014-11-12
0853-7666,8471,2021-07-23
1469-963X,301,2017-11-15
1568-2501,297,2012-04-01
2542-0488,10839,2021-11-24
1069-8825,200,2016-01-07
2230-7842,19574,2019-03-13
2597-4521,8603,2021-11-08
2327-7807,351,2021-11-15
2084-6843,1320,2018-01-04
1340-8240,4697,2021-09-08
2523-7314,297,2021-04-19
2038-8322,2549,2021-11-26
2527-337X,21004,2020-07-02
2357-514X,8837,2021-11-03
1576-4729,8069,2021-10-07
2038-1344,3163,2021-01-11
0131-0062,17964,2021-08-02
0344-3094,2101,2021-03-01
2703-1381,5471,2015-09-21
1747-5414,426,2021-12-04
2197-6643,297,2021-01-18
2165-7823,4460,2017-08-20
0982-9237,2399,2021-03-27
2411-8591,7834,2021-05-12
1978-6301,6282,2021-05-18
1693-8348,10343,2021-10-10
2374-2712,6329,2020-07-02
1814-070X,21315,2021-06-17
1673-3436,50,2011-11-17
2167-2067,276,2013-09-04
2338-5022,5522,2017-03-30
2249-3328,11249,2018-04-24
2193-9039,297,2017-03-07
2148-8703,20225,2021-06-22
1466-4860,297,2005-02-04
1886-6190,3169,2021-07-01
2500-3526,9144,2021-10-06
1875-8940,7437,2021-11-05
2502-1400,20190,2021-07-09
1980-8194,3162,2021-11-08
2335-8750,374,2021-10-28
1793-9240,2215,2015-01-20
1068-3372,1627,2021-12-19
2581-771X,22076,2020-06-18
2365-8592,9097,2018-07-11
2321-919X,10562,2021-11-11
2689-3053,8112,2021-08-30
1422-9528,127,2017-11-07
0872-4733,5739,2021-10-22
2040-3682,358,2021-08-30
2155-9570,2674,2019-04-04
2581-1088,10756,2021-09-30
0024-2306,301,2014-01-09
0066-1554,896,2010-06-28
1556-8601,301,2014-12-02
1557-122X,1121,2006-04-21
2458-8776,19984,2021-05-03
2338-039X,10444,2019-08-16
2236-1480,9775,2021-08-31
2168-9709,4719,2021-11-08
0970-4256,10532,2019-11-13
1767-0543,2273,2019-06-04
2070-0814,32327,2021-11-17
2519-2205,6225,2018-12-10
2538-8673,19352,2021-08-20
2564-6311,20505,2021-10-19
2468-5542,50,2021-12-25
2664-0023,23770,2021-07-16
1845-4100,9319,2021-09-09
2150-6701,3932,2021-11-02
2163-7660,301,2021-08-24
1676-4285,3948,2015-05-07
2085-2541,27085,2021-07-05
2574-0768,11,2021-05-12
2318-8413,7811,2021-10-17
2460-6669,11853,2021-07-03
1948-4747,3884,2020-12-22
1118-0579,2895,2021-06-25
1179-3430,301,2021-09-11
0084-3954,78,2012-11-02
2579-7484,11939,2021-10-28
2595-9840,19376,2021-02-09
2472-0992,2674,2019-01-25
0973-1520,6491,2021-10-18
1884-4553,4733,2021-10-09
1899-0665,21493,2021-11-10
2775-6289,29603,2021-09-13
2523-0891,11461,2020-12-21
0014-2204,2273,2021-08-04
2356-9883,9060,2019-09-25
2707-3920,23478,2021-11-22
1880-3121,3733,2021-04-09
1748-0248,265,2006-12-04
0883-8364,297,2007-07-16
1983-4047,7059,2021-11-16
2377-1348,6127,2019-07-17
0075-0778,301,2014-10-20
2552-2078,2273,2021-11-10
2332-2373,301,2021-12-26
2288-9167,5916,2021-08-03
1229-2818,2921,2021-10-07
1877-0703,50,2021-08-27
2118-464X,2273,2020-11-27
0044-2305,374,2021-11-27
2079-5858,28991,2021-11-26
2548-9410,12266,2021-10-13
2500-5375,6169,2021-07-13
1793-7124,219,2014-07-02
2331-6128,5280,2021-09-06
2500-2856,10480,2021-10-09
2548-6446,17366,2021-01-12
2072-8263,12391,2021-06-28
0007-4640,2399,2021-11-23
2252-6307,5959,2020-12-18
2522-2961,1963,2019-12-21
1225-8318,4781,2021-10-08
2377-4312,6139,2021-01-07
0039-0526,311,2016-02-25
0065-2539,78,2016-08-01
2636-7378,26339,2021-10-03
1229-070X,6829,2020-02-05
0043-4078,179,2020-10-27
2040-0209,311,2016-02-25
2145-9444,5603,2021-01-21
1547-5867,11490,2021-06-12
2147-1789,5966,2018-12-31
1546-5748,8103,2020-01-28
1662-100X,2457,2018-05-04
2060-2782,425,2015-01-24
0090-1830,4495,2021-11-23
1225-3774,25013,2021-10-20
1869-6147,374,2016-11-23
0793-0291,98,2011-12-11
1613-0642,374,2021-11-09
1012-3563,8771,2020-01-08
2744-3795,20794,2021-12-25
2354-6832,5518,2021-11-24
2372-4765,301,2016-05-09
1758-9576,1748,2021-11-01
1045-0688,78,2016-08-01
2615-4978,17904,2021-12-11
1749-3463,358,2021-03-01
2640-7981,6959,2021-03-05
2193-3162,297,2021-04-19
0793-8934,1560,2021-07-13
2309-0766,1963,2019-03-09
2217-5563,8158,2021-05-26
2334-332X,4945,2021-03-24
1988-3188,2373,2021-11-24
2662-7973,297,2021-09-27
1936-6744,5188,2021-12-19
2264-590X,2273,2020-08-27
2254-9099,7550,2021-11-11
1886-4996,2900,2021-10-29
2326-3733,18723,2019-03-07
1931-7360,1441,2010-08-06
2709-829X,25496,2021-10-20
2394-949X,25558,2021-10-19
1837-5391,3097,2021-07-28
2529-783X,11088,2021-06-29
1331-8055,10192,2021-11-19
1979-8652,14927,2021-06-28
2615-7896,17652,2021-09-20
2523-0751,9894,2021-04-13
1582-2524,10279,2021-09-02
2199-7438,297,2021-03-29
2375-2807,7831,2019-03-24
2617-5258,6225,2021-08-10
1119-944X,2895,2021-11-17
1907-8226,6230,2020-11-17
0950-3579,78,2007-03-16
2176-7475,28495,2021-11-24
0046-2616,2273,2021-11-24
0743-6831,1121,2006-07-19
1659-4142,6251,2021-07-09
2407-8050,5236,2017-07-10
1649-248X,374,2021-10-15
1309-0348,8067,2021-11-19
1692-7125,10139,2018-11-03
2074-1693,9833,2021-10-27
2613-5639,8904,2021-04-21
2594-0694,9467,2021-11-12
1534-875X,311,2021-09-25
1556-5009,2393,2021-09-29
2311-1267,9142,2021-10-20
1777-5868,2273,2015-01-07
1972-4926,4169,2021-09-14
0742-6348,286,2020-07-17
1308-4445,5249,2021-12-11
2713-9549,20484,2021-10-15
2621-9158,9483,2021-07-09
0006-7474,6626,2021-10-15
0268-8867,301,2018-08-30
2321-9203,10562,2021-11-11
1976-6211,8746,2021-11-11
2084-6819,1320,2020-11-17
1083-2564,4985,2018-11-14
1759-7986,2259,2011-09-29
1898-4509,10051,2020-01-31
2503-0469,9564,2021-09-30
0853-3857,9027,2021-07-13
2316-3321,7053,2021-10-21
1300-0578,33237,2021-09-27
2226-5929,2731,2017-10-23
0042-790X,374,2021-03-11
1474-8231,140,2021-11-15
0034-5466,311,2011-01-09
2221-7371,1963,2021-06-12
0971-9032,2674,2019-04-09
2213-8722,1757,2021-11-24
2354-9580,12130,2021-07-30
2349-1442,5923,2018-01-16
2148-3493,8038,2021-12-19
0100-8404,530,2011-11-22
8756-0410,78,2002-12-18
1882-6229,3515,2021-09-13
2224-3208,4281,2018-03-19
2325-4645,5316,2021-11-03
1783-094X,2399,2021-10-24
2683-1783,9467,2021-06-29
1850-3748,4562,2016-02-25
2053-4841,286,2021-11-19
2233-9299,2647,2013-07-31
1738-0979,16297,2021-07-16
0972-110X,19649,2020-11-25
0249-633X,10121,2021-07-04
2408-7513,6437,2018-03-26
1738-2319,7457,2020-02-24
2373-2490,4947,2019-03-04
1521-1398,297,2003-09-15
0973-0559,11168,2021-09-02
0218-6543,219,2012-09-01
1745-3224,378,2021-01-21
2288-1328,5122,2018-01-11
2320-8430,3062,2019-05-07
2051-8757,3896,2018-08-30
0188-9532,7523,2016-08-27
1942-0773,301,2017-11-17
0931-7252,297,2013-04-16
2518-3885,1963,2019-09-21
2614-2465,10124,2021-10-29
2308-1120,137,2019-10-16
2409-8906,6339,2021-12-25
1743-2847,138,2018-07-02
1556-7362,301,2006-08-28
1420-2360,127,2017-11-07
1958-5535,2273,2020-11-24
2689-5269,301,2021-06-10
2147-8074,3407,2017-01-10
1279-7766,2273,2021-07-22
1875-3507,297,2021-07-30
1759-7374,5130,2019-12-18
0003-9292,1121,2008-02-07
1301-2193,10816,2021-10-09
2460-8467,5094,2021-09-04
0854-5995,10343,2019-12-31
2224-5243,16639,2021-10-28
1809-8363,19922,2021-09-23
2451-3091,374,2019-03-11
2371-9214,10063,2018-02-02
2524-7751,297,2021-11-12
1517-3127,11838,2021-08-27
2616-9525,32237,2021-11-24
2522-5642,297,2021-11-23
2195-2965,374,2021-11-03
1981-5344,530,2021-11-12
2500-9486,15147,2021-10-13
0258-1248,297,2013-12-09
1972-5582,4169,2021-10-18
1978-5232,21004,2020-07-02
2502-3667,20654,2021-08-05
0976-5727,11593,2019-09-18
0003-5769,4515,2021-03-01
2797-233X,32404,2021-12-26
2154-5286,301,2012-11-15
1957-7958,2273,2020-12-02
2637-1294,17740,2021-09-08
2599-3313,20712,2021-11-13
0010-437X,56,2004-03-03
2620-3278,12193,2020-09-29
2315-473X,219,2021-03-04
0733-1347,1230,2021-09-09
1684-7822,19980,2020-10-31
2622-8394,17668,2021-08-21
2614-2686,9640,2021-09-07
0223-5706,2273,2021-11-25
1572-3429,50,2021-12-26
2521-6694,11457,2021-09-30
2102-6025,2273,2019-08-20
2314-4556,8371,2019-03-10
0852-9213,9411,2019-09-23
2051-9680,426,2021-01-23
2619-7987,17111,2021-06-21
2196-078X,374,2021-10-14
2157-7463,2674,2019-03-23
2089-3205,19369,2021-10-27
2336-5757,1698,2020-11-15
2194-9743,194,2017-08-09
2542-839X,297,2021-11-01
0925-5125,297,2005-07-04
1108-3441,4964,2021-10-13
2330-8362,3242,2021-06-24
1229-7925,7303,2020-03-12
2717-607X,17787,2021-11-06
2514-751X,9287,2021-09-14
1816-6822,2895,2021-05-26
2550-1526,16825,2021-11-28
2314-6958,98,2016-08-14
0974-4517,4035,2021-11-03
2164-9200,297,2017-12-23
1738-7477,21303,2021-11-05
2430-3275,2273,2021-02-17
0361-3496,297,2005-02-26
1758-7298,378,2021-11-25
2162-6472,613,2013-08-27
2445-6004,8530,2017-01-11
2687-4636,11192,2021-05-23
2568-0439,7091,2021-06-24
1622-468X,2273,2014-11-27
2055-7094,56,2020-04-22
2222-8543,11732,2021-09-29
2579-3403,10124,2020-07-26
2703-1284,5471,2021-11-05
1741-2021,56,2021-10-01
2521-8492,9587,2021-09-27
2640-2750,11877,2021-10-20
0026-8984,137,2019-10-16
2163-1069,4460,2016-11-07
2640-9631,17725,2021-03-15
0008-4123,2732,2021-10-10
1540-4749,260,2008-12-30
2707-3475,23478,2021-10-30
2454-6895,3478,2021-10-26
0103-5878,7276,2017-11-28
1793-2068,297,2012-07-17
2414-3103,8407,2021-11-11
2460-5875,8559,2021-09-08
2154-8587,8112,2021-04-22
0013-0451,297,2014-05-15
1684-1409,7834,2021-10-05
1085-6862,78,2005-08-04
2521-5035,11023,2020-12-07
1904-7975,4226,2021-09-14
2460-9455,19137,2021-11-06
1854-9632,28869,2021-07-20
1340-8984,3588,2021-11-05
2085-0565,11158,2021-11-12
2163-114X,3951,2021-08-04
2568-7603,2101,2021-10-15
2641-2071,301,2021-11-11
0044-4537,4687,2018-08-09
2730-7395,297,2021-10-28
2212-9693,78,2016-05-17
2549-9041,20549,2021-09-08
1662-8969,7822,2008-12-05
2310-1385,28689,2020-11-04
2320-320X,4035,2021-07-26
2541-2787,12105,2020-12-09
2330-0361,6626,2021-10-15
2330-2380,5145,2021-11-02
2542-5315,3528,2021-11-10
2241-2328,26635,2020-09-10
1016-8710,2023,2016-02-11
2209-1890,10795,2019-10-01
1384-6671,1757,2014-03-25
1229-0807,4661,2017-03-31
2307-9029,5545,2021-02-19
2455-197X,21859,2020-06-03
2365-984X,374,2021-11-09
1478-1484,378,2021-11-23
1786-3422,19279,2021-06-25
1139-613X,4034,2021-05-17
2090-5238,98,2017-12-10
2094-9839,8193,2020-05-04
0292-0980,2399,2021-11-03
1876-8172,965,2015-06-16
1210-0471,16259,2021-02-03
1138-0322,78,2011-01-09
2365-7677,297,2021-09-21
0076-6054,78,2016-08-02
2364-2386,297,2020-11-30
2639-3182,11877,2021-09-09
2423-3528,20123,2021-04-28
1025-448X,81,2011-05-09
2054-1147,7432,2017-02-27
0371-7453,138,2012-09-15
2252-5904,6205,2021-07-03
1349-8975,21,2021-11-26
1882-6695,1012,2016-05-23
1982-3282,19823,2021-12-04
1757-1634,1931,2021-11-23
2338-8234,4705,2021-09-17
1733-7305,3689,2021-11-09
1520-6742,311,2018-08-05
1744-1854,1931,2021-11-12
2524-7913,297,2021-09-03
2475-241X,9595,2017-07-07
2215-0307,297,2021-05-25
1899-1998,374,2017-02-02
1879-6648,965,2020-10-02
0736-8593,276,2016-08-30
2090-8636,98,2017-12-10
2054-1112,4912,2014-11-24
2371-7750,11060,2021-07-16
2614-3836,11099,2021-03-04
2257-5111,2273,2021-03-08
2469-9780,2674,2017-08-14
1723-7785,311,2016-02-25
0446-6454,5073,2021-12-19
1879-5196,297,2021-11-11
1110-8460,9060,2021-08-10
2617-9695,18845,2021-10-28
2477-5517,10183,2021-11-20
2414-5475,7834,2021-11-27
0974-9381,7927,2020-10-09
0232-9298,301,2018-06-29
2338-3445,9727,2021-11-22
0972-8740,25541,2021-09-02
2334-2978,6329,2021-12-12
2614-7432,17711,2021-08-27
1859-4727,26470,2021-05-04
2292-2512,4194,2021-02-03
1810-5408,31891,2021-11-19
1873-4049,5130,2021-08-31
1927-534X,3329,2016-10-12
2011-7922,8948,2021-11-09
1981-5239,5515,2021-08-11
2071-8330,5381,2021-10-19
2410-3527,19881,2021-09-24
2651-2521,11129,2021-07-02
1472-3441,18117,2020-06-01
1309-6834,8412,2021-11-11
1617-1306,297,2021-02-24
1311-8080,4985,2018-01-21
0920-9026,1757,2018-03-08
2799-0338,31329,2021-10-29
1738-6349,5709,2016-09-09
2543-9847,6254,2020-12-08
0016-6758,137,2019-11-06
1521-3331,263,2021-06-07
1920-0269,4194,2015-01-20
2410-437X,8962,2017-01-10
2355-8245,8114,2021-07-03
1226-4385,17215,2021-10-08
2210-836X,78,2013-09-01
0261-0159,140,2014-11-13
2443-3977,11282,2021-06-06
0036-0163,5872,2020-08-06
2614-7106,21316,2021-11-03
2171-1216,3450,2015-11-25
2349-5340,11657,2021-10-08
1090-9524,78,2005-09-06
0430-5027,7614,2018-08-04
1226-9557,7378,2020-01-13
1925-2005,3329,2021-04-16
2211-6125,50,2014-02-07
2374-8362,6117,2018-07-05
2192-8649,93,2021-08-10
2185-5900,3618,2021-06-07
2617-3905,22072,2021-11-16
2222-0836,7088,2021-12-11
2655-2728,18454,2021-10-08
2248-4728,5604,2021-10-22
1226-7104,20398,2021-07-20
1431-7001,297,2011-12-27
1984-0292,530,2017-04-05
1997-6585,1963,2019-02-08
2545-0115,4211,2020-11-24
2321-7545,7803,2019-01-20
1085-6633,1560,2021-11-15
2173-8947,10298,2021-01-07
0971-3328,10711,2021-07-14
2376-922X,5316,2021-10-22
2549-1431,16577,2021-11-07
2733-2527,16472,2021-04-02
1528-8293,3544,2013-01-09
1755-5094,5130,2015-10-13
2101-0234,2273,2020-11-17
0160-9009,147,2020-09-17
2521-6236,7834,2020-01-17
1940-7750,1310,2020-02-20
0365-2467,78,2016-08-02
2472-0151,9225,2019-01-21
2365-7685,297,2021-09-21
0004-8038,408,2013-12-11
2164-6473,7015,2021-08-23
2639-152X,6607,2019-05-06
2630-8525,12338,2019-05-16
2162-5387,301,2021-11-15
1840-4030,4260,2018-10-04
2074-3599,1963,2019-01-31
2332-0915,2674,2019-03-13
2671-5295,17559,2020-03-02
1548-2839,311,2018-08-05
2314-4300,98,2015-10-19
2089-6867,9751,2021-08-13
2703-0199,5471,2021-01-18
1864-581X,297,2013-05-25
2256-3067,6169,2021-07-07
2297-7627,8169,2020-12-30
1752-7570,56,2021-11-05
2041-6946,1748,2021-10-26
2637-0778,11023,2020-01-10
2723-2581,10657,2021-04-16
2509-3177,297,2021-10-07
1614-905X,11477,2021-11-17
2622-9668,15929,2020-07-23
2051-4883,18636,2021-10-31
2695-6330,23426,2021-10-07
1572-7742,297,2021-08-24
2208-8490,9192,2019-06-01
2350-5443,11033,2021-07-20
1866-6361,297,2013-11-18
1745-0063,378,2020-05-13
2288-2324,3345,2021-11-03
2472-3398,10954,2021-04-20
2151-2957,5176,2021-05-12
2411-9598,10948,2021-11-22
2621-8844,19374,2021-08-05
2040-2260,378,2021-08-25
2774-5171,10124,2021-06-24
2322-2344,28750,2021-05-29
2314-4394,98,2021-10-16
2598-8522,18302,2021-01-28
2383-4935,11197,2017-10-27
2437-2110,2895,2021-11-11
1859-0357,29565,2021-11-18
2077-9798,12030,2021-02-28
2233-1964,3666,2017-08-04
2713-6604,12174,2021-10-06
2194-4040,4498,2018-06-06
0137-4346,4211,2020-05-27
2053-7107,4912,2014-03-24
2580-5444,8629,2021-04-11
0148-8384,297,2005-01-03
1225-3871,6723,2021-10-07
1426-6911,10752,2016-07-21
0976-4534,31408,2021-08-29
0019-5839,7656,2021-01-28
2548-4559,10296,2020-09-10
2329-3314,2751,2020-09-24
2056-5658,17190,2021-08-17
1527-1978,1560,2011-02-23
2541-0202,23029,2020-08-24
2722-239X,8420,2021-11-25
1662-1425,374,2021-07-16
2357-9323,6961,2018-06-11
2339-0468,10788,2021-11-08
2460-4534,10439,2021-08-26
1434-3452,374,2010-12-16
1226-0290,3945,2017-06-20
1753-7711,378,2021-10-11
0392-4939,4169,2021-09-30
1488-9994,5995,2021-06-29
0379-3877,2473,2021-08-11
2456-5067,9531,2018-12-27
1382-3469,5718,2021-03-25
2010-4286,2215,2014-03-13
2548-5385,10183,2021-11-23
1633-4760,250,2019-06-21
1758-860X,426,2021-10-15
0066-409X,78,2012-02-13
1940-5073,147,2021-10-24
2377-0902,6127,2019-07-16
2601-3983,374,2021-04-08
2502-0617,17641,2020-01-27
1040-8355,301,2016-02-11
0397-7870,2273,2021-11-19
2425-018X,219,2017-05-30
2655-2736,24723,2020-09-03
2041-272X,140,2011-12-31
2598-618X,20064,2021-09-02
2257-0543,2399,2021-12-11
2346-6901,5007,2021-10-14
2222-1247,10174,2020-11-01
2620-7958,17654,2019-09-06
0720-6984,2101,2016-06-27
2234-991X,2457,2021-11-16
2518-6450,7834,2020-11-29
2238-1252,6236,2019-02-15
2702-9573,5471,2021-10-13
1851-507X,14664,2019-02-26
2580-7064,10056,2021-11-11
2336-4475,3846,2021-08-12
1059-9053,311,2021-10-21
1439-3107,297,2020-04-03
0167-5826,78,2003-09-12
2424-8762,7935,2016-08-11
2446-9424,8312,2021-08-11
0308-9126,78,2011-07-24
2685-2195,22772,2021-07-03
2722-6719,5716,2021-11-28
2502-0951,9477,2018-11-21
2407-1927,6205,2021-01-04
2190-1317,374,2013-04-30
1973-9478,138,2019-05-30
2007-249X,12213,2020-07-07
2726-6818,26136,2020-07-24
1920-602X,4194,2021-06-16
2654-2609,25170,2020-04-14
1390-7719,11349,2021-06-06
2618-6977,9096,2021-08-30
1135-1268,4247,2019-10-29
2077-2327,19010,2021-11-28
2202-4824,30513,2021-06-23
2223-6716,1963,2021-07-29
1940-5103,147,2011-01-09
2154-6088,301,2016-12-19
2569-7692,12297,2021-04-06
0976-6855,6491,2021-07-28
0038-9765,1121,2008-02-07
1366-7017,78,2003-07-09
1350-7524,1931,2017-10-30
2311-1631,6499,2018-05-06
2527-3469,26861,2021-02-03
1565-3404,374,2021-08-25
2708-860X,1963,2020-09-17
1138-1728,5330,2021-05-26
2630-5046,17787,2021-09-18
1757-2703,378,2016-02-17
1742-8009,276,2012-12-14
2524-4914,297,2021-11-28
1846-6346,5905,2021-06-23
2358-2391,7592,2021-09-15
1881-3917,1556,2021-09-26
1883-4345,2976,2012-01-24
0029-0394,1692,2017-04-20
2477-5401,5129,2021-11-16
2541-3643,10763,2020-07-17
2474-7475,12108,2020-10-30
2359-1552,9988,2021-06-01
0972-1207,2914,2021-10-29
1430-5372,374,2021-08-12
1743-8284,378,2021-09-30
2198-011X,181,2019-10-22
2051-1426,297,2019-12-31
2244-0445,4458,2019-05-23
2092-6081,21298,2019-11-20
2193-3863,21074,2020-01-20
2528-1968,19263,2019-06-28
1876-5092,50,2021-02-23
2530-8335,10775,2021-10-15
2248-3527,10279,2021-09-02
2627-535X,297,2021-11-10
1948-4658,3242,2021-11-09
2655-0830,20979,2021-11-08
2241-7958,15188,2021-11-03
2167-2857,301,2017-10-11
0778-0451,2273,2021-11-25
2594-4002,25881,2021-10-26
2056-9440,378,2021-06-09
2732-2610,9324,2021-11-02
2511-8404,5267,2021-04-12
1570-6893,50,2021-04-24
2706-8897,21051,2021-08-13
0041-1191,1560,2021-05-26
2664-696X,17914,2021-10-29
1817-7883,16389,2021-11-25
2597-0747,4226,2020-07-09
2606-619X,2273,2021-02-24
2586-3932,140,2021-11-27
0743-1066,78,2014-03-12
1827-174X,17149,2021-01-04
2197-8840,297,2020-09-14
0854-1922,11941,2021-06-23
2380-3312,18618,2021-10-28
2189-1494,1529,2020-03-11
1435-1951,311,2020-10-16
2374-1996,4952,2021-11-13
1225-1011,5078,2021-10-21
2634-6672,297,2021-09-20
1806-8553,9782,2021-09-24
2630-4961,12007,2021-11-25
2473-294X,276,2020-05-19
0013-175X,179,2017-07-19
1757-0921,301,2013-04-22
2797-6440,9640,2021-11-15
1816-3408,9911,2019-09-02
1693-8054,9027,2021-07-03
2163-1271,3951,2012-12-14
2305-2651,21404,2021-09-06
1411-318X,11660,2021-07-31
2527-3566,20654,2021-10-28
2090-9845,98,2016-09-07
2154-5022,301,2010-12-17
2476-9754,8668,2020-02-11
1608-1021,6225,2021-08-10
2087-1627,21755,2021-09-06
2472-1336,4911,2021-09-17
1341-3473,863,2016-04-21
2615-1006,21316,2021-07-01
1755-2559,56,2012-02-03
2450-9728,374,2021-10-16
2661-6289,1670,2021-01-04
1592-7113,297,2014-01-09
2509-9604,297,2016-12-12
2477-5185,23507,2021-01-22
2326-4462,200,2021-11-12
2580-3646,11797,2021-11-12
2352-6378,7524,2021-10-14
2768-1505,14553,2021-09-22
2302-3708,8620,2021-02-24
2615-0247,9566,2021-10-16
1900-1355,11097,2018-08-22
2096-1081,297,2018-12-29
2451-2230,11423,2021-11-08
2442-5605,10101,2021-07-05
2567-8485,297,2021-11-10
2674-9270,26000,2021-12-19
1006-7930,24566,2020-10-13
0285-0192,1953,2017-04-20
1978-8673,21728,2021-11-14
2545-0468,7112,2019-01-16
2528-1097,11821,2018-10-09
0719-3114,9637,2021-10-27
1870-5766,9467,2017-06-30
1229-9847,21949,2021-10-26
2213-5294,965,2019-07-25
2224-6428,8100,2021-08-11
2073-3402,11056,2021-10-01
2424-9939,219,2021-09-30
2394-6768,4035,2016-11-04
2579-8499,9498,2021-07-27
2154-5006,301,2016-10-07
2746-167X,27892,2021-04-12
1835-4270,4540,2013-06-12
2249-7900,4035,2017-05-10
1551-2371,311,2005-01-01
2085-0034,5548,2021-05-04
0005-8130,301,2008-11-21
1754-145X,378,2018-09-19
2658-1841,6439,2021-12-19
1868-7458,374,2021-04-30
2301-6876,26571,2020-07-19
1538-5698,260,2008-01-07
2329-8731,2674,2019-01-18
2541-7088,6205,2020-08-14
0730-9244,263,2007-05-30
1552-9908,8232,2020-06-30
2455-1716,8862,2018-11-05
2225-1847,1963,2020-10-14
2236-1308,4419,2021-08-17
2197-7127,297,2020-06-10
2615-6660,16037,2020-09-02
2177-6229,2428,2021-11-05
2391-6729,6464,2021-11-09
2510-229X,297,2021-10-22
2054-8508,5520,2021-06-07
1865-9128,374,2021-11-11
1308-5263,2811,2021-08-27
2075-3098,1861,2011-03-14
1946-6579,793,2021-07-15
0720-7026,2101,2015-07-08
2314-6257,98,2017-12-10
2320-2335,11168,2021-07-19
1693-1742,10730,2021-05-24
2561-6994,4194,2021-09-08
2162-2647,2357,2018-11-30
2613-8816,9472,2021-10-16
2408-8501,1861,2021-07-09
2549-0427,16730,2019-06-24
0145-5680,5752,2021-11-28
0929-5666,297,2007-03-22
0210-9980,4247,2021-02-08
2539-519X,18702,2021-08-24
1516-1854,31770,2021-09-11
2435-7251,23620,2021-08-29
2575-8586,8164,2021-12-04
0185-4542,10344,2019-01-14
1862-5231,7091,2021-08-02
0018-9502,263,2017-11-13
0040-3571,17106,2021-10-18
2249-8621,21859,2021-10-14
1430-9432,297,2013-11-29
2056-6530,358,2021-05-03
0131-1646,4687,2018-06-21
2623-0720,10267,2021-05-01
1598-9577,18399,2021-08-17
1742-5557,378,2020-02-29
1349-497X,2346,2021-07-15
2455-6351,21859,2020-09-10
2153-2516,8103,2021-10-23
0748-657X,301,2017-11-21
2598-0823,17652,2021-08-18
1738-5032,10647,2019-07-01
0306-0713,292,2010-10-19
2656-4459,22903,2021-09-04
2233-9531,10092,2020-03-09
2576-1420,2674,2018-11-12
2709-5819,12323,2021-11-09
0147-3085,4247,2021-02-19
2549-7626,10769,2021-11-20
2073-9915,1861,2019-01-14
1440-1266,301,2017-09-19
2775-6653,25596,2021-04-07
2628-7609,194,2021-10-13
2313-1675,19234,2019-12-23
1868-9191,374,2021-03-05
2009-1362,1121,2010-12-06
1598-3293,8075,2019-06-23
1971-8772,4169,2021-06-03
1598-558X,9218,2020-01-08
2782-8174,27323,2021-10-23
2526-0200,11208,2021-08-21
