member_id,member_primary_name,member_location,member_country
1302,Oncology Nursing Society (ONS),"Pittsburgh, PA, United States",United States
1305,WHO Press,"Geneva, 27, Switzerland",Switzerland
1307,Mining and Materials Processing Institute of Japan,Japan,Japan
1308,Japanese Society of Tribologists,Japan,Japan
1309,"Society of Materials Science, Japan",Japan,Japan
1310,American Speech Language Hearing Association,"Rockville, MD, United States",United States
1312,American Journal of Science (AJS),"New Haven, CT, United States",United States
1314,Arachnological Society of Japan,Japan,Japan
1315,Society of Computer Chemistry Japan,Japan,Japan
1317,Society of Agricultural Meteorology of Japan,Japan,Japan
1318,Codata,Japan,Japan
1319,Japanese Society of Sciences in Swimming and Water Exercise,Japan,Japan
1320,Portico,"Princeton, NJ, United States",United States
1322,Japan Lung Cancer Society,Japan,Japan
1324,"Radiology Case Reports, University of Washington","Seattle, WA, United States",United States
1328,Society for Hard Tissue Regenerative Biology,Japan,Japan
1332,National Institute of Industrial Health,Japan,Japan
1333,Japan Wood Society,Japan,Japan
1334,English Literature in Transition (Project Muse),"Greensboro, NC, United States",United States
1337,Soil and Water Conservation Society,"Ankeny, IA, United States",United States
1338,Japanese Association of Rehabilitation Medicine,Japan,Japan
1341,Japanese Society on Thrombosis and Hemostasis,Japan,Japan
1342,Japanese Society of Inflammation and Regeneration,Japan,Japan
1346,Japan Society for Precision Engineering,Japan,Japan
1347,"Technical Association of Photopolymers, Japan",Japan,Japan
1349,WITPRESS LTD.,"Southampton, United Kingdom",United Kingdom
1351,Japan Society for Higher Brain Dysfunction,Japan,Japan
1352,Japan Society of Powder and Powder Metallurgy,Japan,Japan
1354,International Food Policy Research Institute (IFPRI),"Washington, DC, United States",United States
1355,Oceanside Publications Inc.,"Providence, RI, United States",United States
1361,University of Zagreb - University Computing Centre,"Zagreb 1000, Croatia",Croatia
1362,Japanese Society of Animal Psychology,Japan,Japan
1363,Japanese Society for Horticultural Science,Japan,Japan
1364,WARC Limited,"London, United Kingdom",United Kingdom
1367,Kyushu Dental Society,Japan,Japan
1368,National Science Teachers Association (NSTA),"Arlington, VA, United States",United States
1369,Indiana University Center for Genomics and Bioinformatics (CGB),"Bloomington, IN, United States",United States
1376,Japanese Society of Animal Science,Japan,Japan
1378,DAAAM International,"Wolkersdorf, Austria",Austria
1379,Pacific Northwest Fungi Project,"Pullman, WA, United States",United States
1380,The Commonwealth Fund (CMWF),"New York, NY, United States",United States
1383,Japanese Society for Palliative Medicine,Japan,Japan
1387,American Institute of Aeronautics and Astronautics (AIAA),"Reston, VA, United States",United States
1389,The Paleontological Society of Japan,Japan,Japan
1390,University of Cadiz Library,"Cadiz, Spain",Spain
1394,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),"Alexandria, VA, United States",United States
1396,Japanese Association of Mycotoxicology,Japan,Japan
1399,Japanese Society of Water Treatment Biology,Japan,Japan
1403,American Physical Therapy Association (APTA),"Alexandria, VA, United States",United States
1408,Japan Technical Association of the Pulp and Paper Industry,Japan,Japan
1409,"Japanese Society of Agricultural, Biological and Environmental Engineers and Scientists",Japan,Japan
1419,Japan Society of Electrical Machining Engineers,Japan,Japan
1423,American Society of Animal Science (ASAS),"Champaign, IL, United States",United States
1427,Patricia Seybold Group (PSG),"Bridgewater, MA, United States",United States
1429,Kansas Entomological Society,United States,United States
1431,Japan Society for Laser Surgery and Medicine,Japan,Japan
1433,Japanese Society of Spinal Surgery,Japan,Japan
1437,Japan Society of Naval Architects and Ocean Engineers,Japan,Japan
1441,The Electromagnetics Academy,"Cambridge, MA, United States",United States
1442,Swiss Chemical Society,"Bern, Switzerland",Switzerland
1443,Department of Anatomy Keio University School of Medicine,Japan,Japan
1444,Japanese Society of Veterinary Dermatology,Japan,Japan
1445,Kurume Medical Journal,Japan,Japan
1446,Japanese Association for the Integrated Study of Dietary Habits,Japan,Japan
1447,Higher Education Press,"Beijing, China",China
1448,California Institute for Human Science,"Encinitas, CA, United States",United States
1449,Frontiers in Bioscience,"Newport Coast, CA, United States",United States
1450,USDA Forest Service,"Madison, WI, United States",United States
1452,Japan Society of Veterinary Epidemiology,Japan,Japan
1453,Chelonian Conservation and Biology Journal,"MA, United States",United States
1470,Japan Society of Drug Delivery System,Japan,Japan
1483,Bellwether  Publishing,"Columbia, MD, United States",United States
1484,"Mathematical Institute, Tohoku University",Japan,Japan
1485,International Association for Bridge and Structural Engineering (IABSE),"Zurich, Switzerland",Switzerland
1492,M. E. Sharpe Inc.,"Armonk, NY, United States",United States
1498,Foundation for Cellular and Molecular Medicine,"Bucharest, Romania",Romania
1509,FDI World Dental Press Ltd.,"Lowestoft, Suffolk, United Kingdom",United Kingdom
1518,Japan Pancreas Society,Japan,Japan
1519,Japan Society of Hepatology,Japan,Japan
1522,University of Veterinary and Pharmaceutical Sciences,"Brno, Czech Republic",Czech Republic
1524,Japan Laser Processing Society,"Osaka, Japan",Japan
1525,Northwest Atlantic Fisheries Organization (NAFO),"Halifax, NS, Canada",Canada
1526,The Japan Society of Thermophysical Properties,Japan,Japan
1527,Japan Society of Information and Knowledge,Japan,Japan
1528,Japan Society on Water Environment,Japan,Japan
1529,Mathematical Society of Japan (Project Euclid),Japan,Japan
1543,American School of Classical Studies at Athens (ASCSA),"Princeton, NJ, United States",United States
1544,Current Biodata,"London, United Kingdom",United Kingdom
1548,Kitakanto Medical Society,Japan,Japan
1554,"Research Institute for Mathematical Sciences, Kyoto University",Japan,Japan
1556,Society of Advanced Science,Japan,Japan
1560,Indiana University Press,"Bloomington, IN, United States",United States
1563,Ecoscience,"Québec, Québec, Canada",Canada
1564,Wildlife Biology,United States,United States
1565,East African Natural History Society,Nairobi,Nairobi
1566,National Shellfisheries Association,United States,United States
1567,Pacific Science,United States,United States
1568,Cactus and Succulent Society of America,United States,United States
1569,The American Mosquito Control Association,"Mount Laurel, NJ, United States",United States
1571,The Biological Society of Washington,United States,United States
1572,Association for Politics and the Life Sciences,United States,United States
1573,European Optical Society,"Joensuu, Finland",Finland
1574,Atlantis Press SARL,"Paris, France",France
1577,Radiological Society of North America (RSNA),"Oak Brook, IL, United States",United States
1580,Theological Research Exchange Network (TREN),"Portland, OR, United States",United States
1589,Japanese Association for Chest Surgery,Japan,Japan
1591,Carnegie Museum of Natural History,"Pittsburgh, PA, United States",United States
1592,Society of Ethnobiology,United States,United States
1593,Brazilian Herpetological Society,Brazil,Brazil
1595,"Tokyo Institute of Technology, Department of Mathematics",Japan,Japan
1597,Center for Psychiatric Rehabilitation,"Boston, MA, United States",United States
1602,Society of Nuclear Medicine,"Reston, VA, United States",United States
1603,Landscape Online,"Freising, Germany",Germany
1604,American Educational Research Association (AERA),"Washington, DC, United States",United States
1605,"Museum of Comparative Zoology, Harvard University",United States,United States
1606,Harvard University Botany Libraries,"Cambridge, MA, United States",United States
1607,Kentucky Academy of Science,United States,United States
1616,Agricultural History Society,"Lawrence, KS, United States",United States
1619,Mammalogical Society of Japan,Japan,Japan
1627,Allerton Press,"Moscow, Russia",Russia
1628,Down Syndrome Education International,"Cumbria, United Kingdom",United Kingdom
1635,"Graduate School of Environmental Science, Okayama University",Japan,Japan
1636,Erdkunde,"Bonn, Germany",Germany
1643,Association for Computational Linguistics (ACL),"Stroudsburg, PA, United States",United States
1644,Data Trace Publishing Company,"Towson, MD, United States",United States
1645,Westerdijk Fungal Biodiversity Institute,"Utrecht, Netherlands",Netherlands
1646,Institute of Physical Optics,Ukraine,Ukraine
1647,New England Botanical Club,United States,United States
1648,California Botanical Society,United States,United States
1655,Japanese Society for Root Research,Japan,Japan
1656,Japanese Society for Extremophiles,Japan,Japan
1658,American Board of Family Medicine (ABFM),"Augusta, GA, United States",United States
1659,Marshfield Clinic Research Institute,"Marshfield, WI, United States",United States
1664,Japanese Environmental Mutagen Society,Japan,Japan
1665,Scientific Societies,"St. Paul, MN, United States",United States
1667,Society of Exploration Geophysicists of Japan,Japan,Japan
1669,Vietnam Journals Online (JOL),"Oxford, United Kingdom",United Kingdom
1670,Nepal Journals Online (JOL),"Oxford, United Kingdom",United Kingdom
1675,Australian Journal of Information Systems,"Brisbane, Queensland, Australia",Australia
1681,Scidea Ltd.,"Nanjing, China",China
1683,Architectural Institute of Japan,Japan,Japan
1687,Emerging Health Threats Forum CIC,"London, United Kingdom",United Kingdom
1688,Sherborne Gibbs Ltd.,"Alcester, United Kingdom",United Kingdom
1689,US Geological Survey,"Nashville, TN, United States",United States
1692,Japanese Society for Food Science and Technology,Japan,Japan
1693,The Marine Acoustics Society of Japan,Japan,Japan
1694,The Vacuum Society of Japan,Japan,Japan
1696,University of Toronto Press Inc. (UTPress),"North York, ON, Canada",Canada
1697,Carl Hanser Verlag,"Muenchen, Germany",Germany
1698,Czech Geological Survey,"Prague 1, Czech Republic",Czech Republic
1699,Transportation Research Board,"Washington, DC, United States",United States
1700,Improbable Research Inc.,"Cambridge, MA, United States",United States
1704,The Japan Geriatrics Society,Japan,Japan
1706,"Department of Polymer Engineering, Scientific Society of Mechanical Engineering","Budapest, Hungary",Hungary
1709,Ediciones Profesionales de la Informacion SL,"Barcelona, Spain",Spain
1710,American Peanut Research and Education Society,"Tifton, GA, United States",United States
1713,The Japanese Society of Fish Pathology,Japan,Japan
1715,Dietitians of Canada,"Toronto, ON, Canada",Canada
1721,"Men's Studies Press, LLC","Oakdale, TN, United States",United States
1726,Bernoulli Society for Mathematical Statistics and Probability,United States,United States
1727,Japan Concrete Institute,Japan,Japan
1730,Scientific Web Journals (SWJ),"Istanbul, Turkey",Turkey
1733,The Visualization Society of Japan,Japan,Japan
1738,Japan Society for Fuzzy Theory and Intelligent Informatics,Japan,Japan
1739,The Society for Free Radical Research Japan,Japan,Japan
1740,Japanese Society for Pediatric Nephrology,Japan,Japan
1741,American Entomological Society,United States,United States
1742,Field Museum of Natural History,"Chicago, IL, United States",United States
1743,Torrey Botanical Society,United States,United States
